text,processed_text,target
truly going to suck bi,truly going to suck bi,negative
i do that all the time no biggie,i do that all the time no biggie,neutral
i love you,i love you,positive
glad,glad,positive
aye boy same as that i heart justice,aye boy same as that i heart justice,neutral
jackson rathbone,jackson rathbone,neutral
can you give me the link for the kimba diaries please,can you give me the link for the kimba diaries please,neutral
feelin somewhat down,feelin somewhat down,negative
happy birthday,happy birthday,positive
ouch,ouch,negative
check it out check it out check it out,check it out check it out check it out,neutral
i don t want to work,i don t want to work,negative
sorry to hear,sorry to hear,negative
boring,boring,negative
strange day i forget all what i can,strange day i forget all what i can,negative
still at home goodness,still at home goodness,positive
it s been days without gas the gas company turned it off to do maintenance i can t cook,it s been days without gas the gas company turned it off to do maintenance i can t cook,neutral
i m still exhausted goin to bed now so sweet dreams gnight,i m still exhausted goin to bed now so sweet dreams gnight,neutral
can t find it,can t find it,negative
lying with my new lab pup on my lap,lying with my new lab pup on my lap,neutral
enjoy,enjoy,positive
why does it randomly hangup on me,why does it randomly hangup on me,neutral
can t paint anymore because of the light,can t paint anymore because of the light,neutral
lol that s from last winter only a few months ago december i m in seattle felt like siberia this last winter,lol that s from last winter only a few months ago december i m in seattle felt like siberia this last winter,neutral
chang thay anh online gi ca,chang thay anh online gi ca,neutral
very sweet,very sweet,positive
sad,sad,negative
got the worst butterflies everrrrr,got the worst butterflies everrrrr,negative
watching an episode of friends during the lunch break,watching an episode of friends during the lunch break,neutral
did not go too badly,did not go too badly,positive
happy mother s day,happy mother s day,positive
will be practicing my smile s gunna be big,will be practicing my smile s gunna be big,neutral
well i am going to go shower now got to get rdy movies in a couple hours byeee esther i miss you kath,well i am going to go shower now got to get rdy movies in a couple hours byeee esther i miss you kath,neutral
why are you sad,why are you sad,neutral
respect,respect,positive
listening to teddy picker she saw it and she grabbed it and it wasn t what it seemed,listening to teddy picker she saw it and she grabbed it and it wasn t what it seemed,negative
sucks about your cat hope you guys feel better,sucks about your cat hope you guys feel better,neutral
little louisa is number trying to get number one,little louisa is number trying to get number one,neutral
pls go away,pls go away,negative
greaattt,greaattt,positive
thinks lamb chops would be really nice right about now or maybe some sushi mmm maybe just an ice lolly cos its so hot,thinks lamb chops would be really nice right about now or maybe some sushi mmm maybe just an ice lolly cos its so hot,neutral
fc is back dear,fc is back dear,neutral
worst,worst,negative
sunburnt,sunburnt,negative
spending a weekend doing nothing but being domestic you said it,spending a weekend doing nothing but being domestic you said it,neutral
my kind of day,my kind of day,positive
feel like am at one of those gyms where the machines work you rather than you them,feel like am at one of those gyms where the machines work you rather than you them,neutral
sounds lovely,sounds lovely,positive
you re welcome,you re welcome,neutral
but i could not,but i could not,negative
i miss,i miss,negative
talented,talented,positive
stressed,stressed,negative
yummy,yummy,positive
thank you,thank you,positive
get me one of those and maybe next time,get me one of those and maybe next time,neutral
its payday yay for all the good it does bills bills bills i m broke again already,its payday yay for all the good it does bills bills bills i m broke again already,neutral
have a great day,have a great day,positive
hiya how are you doing today,hiya how are you doing today,neutral
peewee is napping on the couch,peewee is napping on the couch,neutral
last day for seniors bye,last day for seniors bye,negative
enough studying whew time for sleep,enough studying whew time for sleep,neutral
yesterday i heard a song about taking a base onto a plane can someone help me find it i don t know anything else about it,yesterday i heard a song about taking a base onto a plane can someone help me find it i don t know anything else about it,neutral
buggin,buggin,negative
sad,sad,negative
good,good,positive
soooo bummed i m missing the blockparty again haven t been able to get the app to listen on my iphone,soooo bummed i m missing the blockparty again haven t been able to get the app to listen on my iphone,neutral
oh i forgot they weighed me at the i am at my highest weight ever,oh i forgot they weighed me at the i am at my highest weight ever,negative
loves,loves,positive
fun,fun,positive
i spoke but when niggas be looking at ya crazi all the time you just stop plus i always used to see you all when i just wanted,i spoke but when niggas be looking at ya crazi all the time you just stop plus i always used to see you all when i just wanted,neutral
